ZScan Measurmets (Organometallics in Nanophotonics)
Sample type:Solution
Code: DAC-glu
Concentration: 100 %
Wavelength: 890 nm
Experiment description

--------------------------------------------------------------------------------------------------

Starting pos:   50
Ending pos:   90
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel


--------------------------------------------------------------------------------------------------

SNo.   [V] Voltage Max	   [V] Voltage Max	   [V] Voltage Max	   [V] Voltage Max	   
 110     0.60000000             0.80000000             0.70400000             0.00000000
 111     0.56000000             0.76000000             0.64800000             0.00000000
 112     0.57600000             0.77600000             0.66400000             0.00000000
 113     0.58400000             0.80800000             0.68800000             0.00000000
 114     0.59200000             0.82400000             0.70400000             0.00000000
 115     0.58400000             0.84000000             0.70400000             0.00000000
 116     0.58400000             0.84000000             0.71200000             0.00000000
 117     0.56000000             0.81600000             0.67200000             0.00000000
 118     0.55200000             0.82400000             0.67200000             0.00000000
 119     0.55200000             0.82400000             0.67200000             0.00000000
 120     0.55200000             0.84000000             0.68800000             0.00000000
 121     0.56000000             0.85600000             0.70400000             0.00000000
 122     0.57600000             0.85600000             0.72000000             0.00000000
 123     0.58400000             0.84000000             0.72000000             0.00000000
 124     0.59200000             0.83200000             0.72000000             0.00000000
 125     0.59200000             0.84000000             0.72000000             0.00000000
 126     0.58400000             0.83200000             0.70400000             0.00000000
 127     0.57600000             0.83200000             0.70400000             0.00000000
 128     0.56800000             0.81600000             0.68800000             0.00000000
 129     0.56800000             0.80800000             0.68800000             0.00000000
 130     0.57600000             0.81600000             0.69600000             0.00000000
 131     0.58400000             0.81600000             0.69600000             0.00000000
 132     0.57600000             0.80800000             0.68800000             0.00000000
 133     0.56000000             0.80000000             0.67200000             0.00000000
 134     0.55200000             0.79200000             0.64800000             0.00000000
 135     0.56800000             0.80800000             0.65600000             0.00000000
 136     0.57600000             0.84000000             0.68000000             0.00000000
 137     0.59200000             0.83200000             0.68000000             0.00000000
 138     0.59200000             0.83200000             0.68000000             0.00000000
 139     0.60800000             0.84800000             0.68800000             0.00000000
 140     0.61600000             0.85600000             0.68000000             0.00000000
 141     0.62400000             0.84800000             0.68000000             0.00000000
 142     0.63200000             0.86400000             0.69600000             0.00000000
 143     0.64000000             0.87200000             0.71200000             0.00000000
 144     0.66400000             0.88000000             0.72800000             0.00000000
 145     0.66400000             0.84000000             0.71200000             0.00000000
 146     0.67200000             0.84000000             0.70400000             0.00000000
 147     0.67200000             0.84000000             0.69600000             0.00000000
 148     0.64800000             0.77600000             0.65600000             0.00000000
 149     0.64000000             0.74400000             0.62400000             0.00000000
 150     0.58400000             0.65600000             0.55200000             0.00000000
 151     0.57600000             0.62400000             0.52800000             0.00000000
 152     0.64800000             0.69600000             0.58400000             0.00000000
 153     0.71200000             0.74400000             0.62400000             0.00000000
 154     0.75200000             0.78400000             0.64800000             0.00000000
 155     0.76000000             0.77600000             0.64000000             0.00000000
 156     0.80000000             0.78400000             0.64800000             0.00000000
 157     0.83200000             0.80000000             0.67200000             0.00000000
 158     0.85600000             0.81600000             0.68800000             0.00000000
 159     0.88000000             0.84000000             0.71200000             0.00000000
 160     0.89600000             0.83200000             0.70400000             0.00000000
 161     0.91200000             0.81600000             0.68800000             0.00000000
 162     0.92000000             0.80000000             0.68000000             0.00000000
 163     0.93600000             0.79200000             0.68000000             0.00000000
 164     0.96000000             0.80000000             0.68000000             0.00000000
 165     0.97600000             0.83200000             0.70400000             0.00000000
 166     0.96800000             0.84000000             0.70400000             0.00000000
 167     0.99200000             0.83200000             0.70400000             0.00000000
 168     1.02400000             0.80800000             0.69600000             0.00000000
 169     1.04000000             0.78400000             0.68800000             0.00000000
 170     1.05600000             0.77600000             0.68800000             0.00000000
 171     1.09600000             0.80000000             0.71200000             0.00000000
 172     1.11200000             0.80800000             0.71200000             0.00000000
 173     1.12000000             0.83200000             0.74400000             0.00000000
 174     1.15200000             0.84000000             0.74400000             0.00000000
 175     1.18400000             0.84800000             0.74400000             0.00000000
 176     1.20800000             0.84000000             0.73600000             0.00000000
 177     1.24000000             0.84800000             0.75200000             0.00000000
 178     1.26400000             0.84000000             0.74400000             0.00000000
 179     1.28800000             0.85600000             0.72800000             0.00000000
 180     1.32000000             0.86400000             0.73600000             0.00000000
 181     1.34400000             0.85600000             0.73600000             0.00000000
 182     1.32800000             0.84000000             0.70400000             0.00000000
 183     1.33600000             0.83200000             0.68800000             0.00000000
 184     1.35200000             0.82400000             0.68800000             0.00000000
 185     1.39200000             0.84800000             0.71200000             0.00000000
 186     1.40000000             0.85600000             0.70400000             0.00000000
 187     1.40800000             0.84800000             0.70400000             0.00000000
 188     1.44800000             0.86400000             0.73600000             0.00000000
 189     1.46400000             0.86400000             0.75200000             0.00000000
 190     1.47200000             0.86400000             0.74400000             0.00000000
 191     1.48000000             0.86400000             0.75200000             0.00000000
 192     1.46400000             0.86400000             0.75200000             0.00000000
 193     1.45600000             0.85600000             0.75200000             0.00000000
 194     1.44000000             0.86400000             0.73600000             0.00000000
 195     1.44000000             0.86400000             0.74400000             0.00000000
 196     1.44000000             0.87200000             0.74400000             0.00000000
 197     1.42400000             0.86400000             0.74400000             0.00000000
 198     1.40800000             0.84800000             0.73600000             0.00000000
 199     1.40000000             0.85600000             0.73600000             0.00000000
 200     1.29600000             0.79200000             0.68800000             0.00000000
 201     1.17600000             0.73600000             0.63200000             0.00000000
 202     1.15200000             0.72800000             0.61600000             0.00000000
 203     1.19200000             0.74400000             0.64000000             0.00000000
 204     1.26400000             0.79200000             0.68800000             0.00000000
 205     1.28000000             0.80800000             0.70400000             0.00000000
 206     1.28800000             0.81600000             0.71200000             0.00000000
 207     1.28000000             0.81600000             0.71200000             0.00000000
 208     1.28000000             0.84000000             0.72000000             0.00000000
 209     1.27200000             0.84800000             0.72800000             0.00000000
 210     1.21600000             0.84000000             0.69600000             0.00000000
 211     1.21600000             0.83200000             0.69600000             0.00000000
 212     1.20800000             0.82400000             0.68000000             0.00000000
 213     1.22400000             0.82400000             0.69600000             0.00000000
 214     1.24800000             0.83200000             0.71200000             0.00000000
 215     1.24000000             0.83200000             0.71200000             0.00000000
 216     1.25600000             0.84000000             0.72800000             0.00000000
 217     1.26400000             0.85600000             0.75200000             0.00000000
 218     1.24800000             0.86400000             0.76000000             0.00000000
 219     1.23200000             0.85600000             0.76000000             0.00000000
 220     1.24000000             0.86400000             0.76800000             0.00000000
 221     1.25600000             0.86400000             0.76000000             0.00000000
 222     1.21600000             0.84800000             0.72800000             0.00000000
 223     1.22400000             0.84000000             0.72800000             0.00000000
 224     1.20800000             0.84000000             0.72800000             0.00000000
 225     1.19200000             0.83200000             0.72000000             0.00000000
 226     1.20800000             0.84800000             0.72800000             0.00000000
 227     1.20800000             0.84800000             0.72800000             0.00000000
 228     1.20800000             0.84800000             0.72800000             0.00000000
 229     1.16800000             0.82400000             0.70400000             0.00000000
 230     1.13600000             0.81600000             0.68800000             0.00000000
 231     1.14400000             0.81600000             0.69600000             0.00000000
 232     1.12000000             0.79200000             0.68000000             0.00000000
 233     1.06400000             0.76000000             0.64800000             0.00000000
 234     1.10400000             0.77600000             0.67200000             0.00000000
 235     1.12800000             0.79200000             0.68000000             0.00000000
 236     1.10400000             0.79200000             0.66400000             0.00000000
 237     1.12800000             0.80800000             0.68800000             0.00000000
 238     1.16000000             0.82400000             0.72000000             0.00000000
 239     1.17600000             0.84800000             0.74400000             0.00000000
 240     1.16800000             0.84800000             0.75200000             0.00000000
 241     1.16800000             0.84800000             0.76000000             0.00000000
 242     1.17600000             0.84000000             0.75200000             0.00000000
 243     1.16800000             0.83200000             0.74400000             0.00000000
 244     1.16000000             0.81600000             0.72000000             0.00000000
 245     1.12000000             0.79200000             0.68800000             0.00000000
 246     1.14400000             0.80800000             0.70400000             0.00000000
 247     1.18400000             0.83200000             0.72800000             0.00000000
 248     1.21600000             0.84000000             0.75200000             0.00000000
 249     1.20800000             0.84000000             0.75200000             0.00000000
 250     1.18400000             0.82400000             0.74400000             0.00000000
 251     1.17600000             0.83200000             0.74400000             0.00000000
 252     1.16000000             0.82400000             0.73600000             0.00000000
 253     1.17600000             0.83200000             0.74400000             0.00000000
 254     1.15200000             0.83200000             0.72800000             0.00000000
