ZScan Measurmets (Organometallics in Nanophotonics)
Sample type:Solution
Code: Ru(bpy)3
Concentration: 100 %
Wavelength: 890 nm
Experiment description

--------------------------------------------------------------------------------------------------

Starting pos:   50
Ending pos:   90
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel


--------------------------------------------------------------------------------------------------

SNo.   [V] Voltage Max	   [V] Voltage Max	   [V] Voltage Max	   [V] Voltage Max	   
  51     1.00800000             0.84000000             0.73600000             0.00000000
  52     0.99200000             0.82400000             0.72000000             0.00000000
  53     0.98400000             0.84000000             0.73600000             0.00000000
  54     0.98400000             0.84800000             0.73600000             0.00000000
  55     0.94400000             0.81600000             0.70400000             0.00000000
  56     0.97600000             0.82400000             0.72000000             0.00000000
  57     0.77600000             0.71200000             0.58400000             0.00000000
  58     0.85600000             0.76800000             0.64800000             0.00000000
  59     0.90400000             0.80000000             0.68800000             0.00000000
  60     0.95200000             0.82400000             0.72000000             0.00000000
  61     0.90400000             0.82400000             0.70400000             0.00000000
  62     0.90400000             0.81600000             0.68800000             0.00000000
  63     0.81600000             0.76000000             0.62400000             0.00000000
  64     0.83200000             0.76000000             0.63200000             0.00000000
  65     0.88800000             0.80800000             0.71200000             0.00000000
  66     0.91200000             0.83200000             0.71200000             0.00000000
  67     0.89600000             0.83200000             0.69600000             0.00000000
  68     0.89600000             0.81600000             0.69600000             0.00000000
  69     0.87200000             0.81600000             0.71200000             0.00000000
  70     0.84800000             0.79200000             0.68800000             0.00000000
  71     0.87200000             0.81600000             0.70400000             0.00000000
  72     0.88000000             0.81600000             0.70400000             0.00000000
  73     0.85600000             0.81600000             0.72800000             0.00000000
  74     0.85600000             0.82400000             0.72800000             0.00000000
  75     0.87200000             0.83200000             0.73600000             0.00000000
  76     0.88000000             0.82400000             0.72800000             0.00000000
  77     0.81600000             0.84000000             0.74400000             0.00000000
  78     0.84000000             0.84800000             0.74400000             0.00000000
  79     0.85600000             0.84000000             0.75200000             0.00000000
  80     0.86400000             0.83200000             0.75200000             0.00000000
  81     0.74400000             0.82400000             0.71200000             0.00000000
  82     0.76800000             0.84800000             0.72800000             0.00000000
  83     0.79200000             0.85600000             0.74400000             0.00000000
  84     0.80800000             0.85600000             0.74400000             0.00000000
  85     0.68800000             0.80000000             0.68800000             0.00000000
  86     0.69600000             0.80800000             0.68800000             0.00000000
  87     0.71200000             0.82400000             0.70400000             0.00000000
  88     0.73600000             0.82400000             0.70400000             0.00000000
  89     0.64800000             0.79200000             0.69600000             0.00000000
  90     0.66400000             0.80000000             0.69600000             0.00000000
  91     0.65600000             0.80000000             0.68000000             0.00000000
  92     0.66400000             0.78400000             0.66400000             0.00000000
  93     0.60000000             0.81600000             0.69600000             0.00000000
  94     0.60000000             0.78400000             0.67200000             0.00000000
  95     0.62400000             0.80000000             0.68800000             0.00000000
  96     0.63200000             0.78400000             0.68800000             0.00000000
  97     0.58400000             0.84000000             0.73600000             0.00000000
  98     0.58400000             0.84000000             0.72000000             0.00000000
  99     0.56800000             0.80800000             0.68000000             0.00000000
 100     0.58400000             0.83200000             0.70400000             0.00000000
 101     0.56000000             0.81600000             0.70400000             0.00000000
 102     0.55200000             0.80800000             0.69600000             0.00000000
 103     0.56800000             0.82400000             0.72000000             0.00000000
 104     0.58400000             0.84000000             0.72800000             0.00000000
 105     0.54400000             0.83200000             0.69600000             0.00000000
 106     0.55200000             0.84000000             0.70400000             0.00000000
 107     0.53600000             0.81600000             0.68000000             0.00000000
 108     0.53600000             0.80000000             0.68000000             0.00000000
 109     0.52800000             0.81600000             0.68000000             0.00000000
 110     0.53600000             0.81600000             0.67200000             0.00000000
 111     0.52800000             0.81600000             0.67200000             0.00000000
 112     0.53600000             0.83200000             0.68800000             0.00000000
 113     0.56000000             0.85600000             0.70400000             0.00000000
 114     0.55200000             0.84800000             0.69600000             0.00000000
 115     0.54400000             0.84800000             0.69600000             0.00000000
 116     0.55200000             0.85600000             0.71200000             0.00000000
 117     0.55200000             0.84000000             0.67200000             0.00000000
 118     0.55200000             0.82400000             0.67200000             0.00000000
 119     0.55200000             0.82400000             0.68000000             0.00000000
 120     0.56800000             0.84000000             0.69600000             0.00000000
 121     0.56000000             0.81600000             0.67200000             0.00000000
 122     0.54400000             0.82400000             0.67200000             0.00000000
 123     0.56000000             0.84000000             0.68000000             0.00000000
 124     0.56000000             0.84800000             0.68800000             0.00000000
 125     0.59200000             0.83200000             0.67200000             0.00000000
 126     0.59200000             0.83200000             0.67200000             0.00000000
 127     0.58400000             0.81600000             0.66400000             0.00000000
 128     0.56800000             0.82400000             0.67200000             0.00000000
 129     0.60800000             0.80000000             0.64000000             0.00000000
 130     0.62400000             0.81600000             0.66400000             0.00000000
 131     0.61600000             0.83200000             0.68000000             0.00000000
 132     0.60000000             0.81600000             0.67200000             0.00000000
 133     0.56800000             0.73600000             0.57600000             0.00000000
 134     0.59200000             0.76000000             0.60000000             0.00000000
 135     0.60000000             0.77600000             0.62400000             0.00000000
 136     0.60000000             0.80000000             0.63200000             0.00000000
 137     0.66400000             0.80000000             0.64000000             0.00000000
 138     0.64800000             0.80800000             0.64000000             0.00000000
 139     0.63200000             0.78400000             0.62400000             0.00000000
 140     0.59200000             0.74400000             0.59200000             0.00000000
 141     0.72000000             0.80000000             0.65600000             0.00000000
 142     0.71200000             0.80000000             0.65600000             0.00000000
 143     0.70400000             0.79200000             0.64800000             0.00000000
 144     0.68800000             0.79200000             0.64000000             0.00000000
 145     0.72800000             0.75200000             0.60000000             0.00000000
 146     0.73600000             0.76000000             0.61600000             0.00000000
 147     0.73600000             0.79200000             0.64000000             0.00000000
 148     0.73600000             0.80800000             0.65600000             0.00000000
 149     0.89600000             0.84800000             0.69600000             0.00000000
 150     0.84800000             0.83200000             0.67200000             0.00000000
 151     0.81600000             0.82400000             0.66400000             0.00000000
 152     0.79200000             0.81600000             0.65600000             0.00000000
 153     0.97600000             0.83200000             0.68000000             0.00000000
 154     0.95200000             0.84000000             0.68800000             0.00000000
 155     0.92000000             0.81600000             0.68000000             0.00000000
 156     0.90400000             0.83200000             0.69600000             0.00000000
 157     1.07200000             0.86400000             0.74400000             0.00000000
 158     1.04800000             0.85600000             0.72800000             0.00000000
 159     1.02400000             0.86400000             0.72800000             0.00000000
 160     1.00800000             0.85600000             0.71200000             0.00000000
 161     1.14400000             0.84000000             0.72000000             0.00000000
 162     1.13600000             0.84800000             0.72800000             0.00000000
 163     1.12000000             0.84800000             0.72800000             0.00000000
 164     1.10400000             0.85600000             0.74400000             0.00000000
 165     1.23200000             0.83200000             0.71200000             0.00000000
 166     1.21600000             0.84800000             0.72800000             0.00000000
 167     1.19200000             0.84000000             0.71200000             0.00000000
 168     1.16800000             0.84000000             0.71200000             0.00000000
 169     1.28800000             0.81600000             0.72000000             0.00000000
 170     1.28000000             0.83200000             0.72000000             0.00000000
 171     1.25600000             0.82400000             0.71200000             0.00000000
 172     1.24800000             0.82400000             0.72000000             0.00000000
 173     1.40800000             0.84800000             0.75200000             0.00000000
 174     1.35200000             0.81600000             0.72000000             0.00000000
 175     1.32800000             0.80000000             0.69600000             0.00000000
 176     1.30400000             0.80000000             0.70400000             0.00000000
 177     1.40800000             0.87200000             0.75200000             0.00000000
 178     1.40800000             0.86400000             0.74400000             0.00000000
 179     1.41600000             0.86400000             0.75200000             0.00000000
 180     1.40800000             0.85600000             0.75200000             0.00000000
 181     1.36000000             0.86400000             0.72000000             0.00000000
 182     1.32000000             0.86400000             0.70400000             0.00000000
 183     1.32800000             0.86400000             0.71200000             0.00000000
 184     1.37600000             0.87200000             0.73600000             0.00000000
 185     1.29600000             0.81600000             0.69600000             0.00000000
 186     1.32000000             0.84000000             0.71200000             0.00000000
 187     1.33600000             0.84800000             0.72000000             0.00000000
 188     1.36000000             0.85600000             0.72800000             0.00000000
 189     1.29600000             0.85600000             0.72000000             0.00000000
 190     1.30400000             0.84800000             0.71200000             0.00000000
 191     1.29600000             0.84000000             0.71200000             0.00000000
 192     1.28000000             0.82400000             0.69600000             0.00000000
 193     1.28000000             0.83200000             0.72800000             0.00000000
 194     1.29600000             0.83200000             0.73600000             0.00000000
 195     1.29600000             0.84000000             0.72800000             0.00000000
 196     1.29600000             0.84000000             0.72000000             0.00000000
 197     1.16800000             0.80000000             0.68800000             0.00000000
 198     1.19200000             0.80800000             0.69600000             0.00000000
 199     1.24000000             0.82400000             0.71200000             0.00000000
 200     1.24800000             0.80800000             0.71200000             0.00000000
 201     1.13600000             0.79200000             0.68000000             0.00000000
 202     1.12800000             0.77600000             0.66400000             0.00000000
 203     1.02400000             0.71200000             0.60000000             0.00000000
 204     1.10400000             0.76000000             0.65600000             0.00000000
 205     1.12800000             0.81600000             0.68800000             0.00000000
 206     1.08000000             0.76800000             0.64800000             0.00000000
 207     1.06400000             0.74400000             0.63200000             0.00000000
 208     1.11200000             0.78400000             0.67200000             0.00000000
 209     1.16000000             0.82400000             0.71200000             0.00000000
 210     1.12000000             0.79200000             0.68800000             0.00000000
 211     1.06400000             0.76800000             0.64800000             0.00000000
 212     1.11200000             0.82400000             0.68000000             0.00000000
 213     1.12800000             0.82400000             0.69600000             0.00000000
 214     1.09600000             0.80800000             0.67200000             0.00000000
 215     1.11200000             0.81600000             0.68000000             0.00000000
 216     1.14400000             0.82400000             0.71200000             0.00000000
 217     1.13600000             0.83200000             0.70400000             0.00000000
 218     1.11200000             0.82400000             0.69600000             0.00000000
 219     1.14400000             0.84000000             0.71200000             0.00000000
 220     1.12800000             0.83200000             0.70400000             0.00000000
 221     1.11200000             0.84800000             0.70400000             0.00000000
 222     1.12800000             0.84800000             0.71200000             0.00000000
 223     1.13600000             0.84800000             0.72000000             0.00000000
 224     1.10400000             0.83200000             0.70400000             0.00000000
 225     1.11200000             0.84000000             0.71200000             0.00000000
 226     1.13600000             0.86400000             0.72800000             0.00000000
 227     1.16000000             0.86400000             0.73600000             0.00000000
 228     1.14400000             0.85600000             0.72800000             0.00000000
 229     1.12800000             0.84000000             0.73600000             0.00000000
 230     1.12000000             0.84000000             0.72000000             0.00000000
 231     1.11200000             0.84800000             0.72000000             0.00000000
 232     1.11200000             0.84000000             0.71200000             0.00000000
 233     1.13600000             0.85600000             0.72800000             0.00000000
 234     1.12000000             0.82400000             0.71200000             0.00000000
 235     1.12000000             0.82400000             0.71200000             0.00000000
 236     1.09600000             0.81600000             0.70400000             0.00000000
 237     1.09600000             0.84800000             0.71200000             0.00000000
 238     1.10400000             0.85600000             0.72000000             0.00000000
 239     1.10400000             0.85600000             0.71200000             0.00000000
 240     1.12800000             0.86400000             0.72000000             0.00000000
 241     1.09600000             0.84800000             0.71200000             0.00000000
 242     1.02400000             0.80000000             0.66400000             0.00000000
 243     1.04000000             0.80800000             0.67200000             0.00000000
 244     1.08800000             0.83200000             0.70400000             0.00000000
 245     1.05600000             0.82400000             0.69600000             0.00000000
 246     1.06400000             0.83200000             0.70400000             0.00000000
 247     1.09600000             0.84800000             0.72000000             0.00000000
 248     1.09600000             0.84800000             0.72000000             0.00000000
 249     1.04000000             0.82400000             0.68800000             0.00000000
 250     1.06400000             0.82400000             0.70400000             0.00000000
 251     1.05600000             0.81600000             0.68800000             0.00000000
 252     1.04000000             0.80800000             0.68000000             0.00000000
 253     0.96000000             0.75200000             0.63200000             0.00000000
 254     0.98400000             0.76000000             0.64800000             0.00000000
 255     1.00800000             0.78400000             0.66400000             0.00000000
 256     1.04000000             0.80000000             0.68800000             0.00000000
 257     0.84000000             0.65600000             0.56000000             0.00000000
 258     0.88800000             0.68800000             0.59200000             0.00000000
 259     0.96000000             0.73600000             0.64000000             0.00000000
 260     0.97600000             0.76000000             0.64800000             0.00000000
 261     1.08000000             0.82400000             0.72000000             0.00000000
 262     1.08800000             0.82400000             0.72800000             0.00000000
 263     1.12000000             0.84000000             0.74400000             0.00000000
 264     1.01600000             0.76800000             0.67200000             0.00000000
 265     1.12800000             0.84800000             0.74400000             0.00000000
 266     1.07200000             0.81600000             0.71200000             0.00000000
 267     1.09600000             0.82400000             0.72000000             0.00000000
 268     1.09600000             0.84000000             0.73600000             0.00000000
 269     1.10400000             0.84000000             0.72800000             0.00000000
 270     1.09600000             0.83200000             0.72800000             0.00000000
 271     1.10400000             0.83200000             0.73600000             0.00000000
 272     1.12800000             0.84800000             0.75200000             0.00000000
 273     1.11200000             0.86400000             0.73600000             0.00000000
 274     1.09600000             0.85600000             0.73600000             0.00000000
 275     1.10400000             0.85600000             0.73600000             0.00000000
 276     1.08000000             0.83200000             0.72000000             0.00000000
 277     1.03200000             0.79200000             0.68000000             0.00000000
 278     1.02400000             0.80000000             0.68000000             0.00000000
 279     1.08000000             0.83200000             0.72000000             0.00000000
 280     1.10400000             0.84800000             0.73600000             0.00000000
 281     1.04800000             0.79200000             0.68800000             0.00000000
 282     1.02400000             0.77600000             0.67200000             0.00000000
 283     1.05600000             0.80800000             0.69600000             0.00000000
 284     1.07200000             0.82400000             0.71200000             0.00000000
 285     1.13600000             0.85600000             0.75200000             0.00000000
 286     1.14400000             0.85600000             0.75200000             0.00000000
 287     1.12800000             0.83200000             0.74400000             0.00000000
 288     1.08000000             0.80800000             0.70400000             0.00000000
 289     1.10400000             0.86400000             0.74400000             0.00000000
 290     1.11200000             0.87200000             0.75200000             0.00000000
 291     1.14400000             0.87200000             0.76000000             0.00000000
 292     1.14400000             0.86400000             0.76000000             0.00000000
 293     1.04000000             0.82400000             0.69600000             0.00000000
 294     1.05600000             0.83200000             0.70400000             0.00000000
 295     1.06400000             0.84800000             0.72000000             0.00000000
 296     1.08800000             0.87200000             0.74400000             0.00000000
 297     1.07200000             0.87200000             0.73600000             0.00000000
 298     1.11200000             0.85600000             0.73600000             0.00000000
 299     1.08000000             0.84800000             0.72000000             0.00000000
 300     1.08800000             0.84000000             0.72000000             0.00000000
